,Player,Year,Age,MP,G,FGA,Load,Pts/75,rTS%,Box Creation,Passer Rating,Spacing,cTOV%,ScoreVal,PlayVal,FTA/100,FT%,3p Pro,rORB%,rDREB%,OBPM,BPM,IA Pts/75,IA PPG,IA APG,IA RPG,allStar,1stAS_yr,yr2AS
1785,Kurt Rambis,1983,24.0,1806,78,10.6,18.6,11.3,0.07,0.5,2.6,75.0,0.19899999999999998,0.0,-0.9,4.2,0.69,0.0,3.8,8.2,-0.2,2.0,11.9,7.3,1.0,6.5,0,,
1786,Kurt Thomas,1999,26.0,1182,50,17.2,25.8,14.3,-0.022000000000000002,1.6,3.2,66.0,0.132,-1.1,-1.0,5.0,0.61,0.0,2.5,5.6,-1.0,1.1,15.3,9.1,1.2,5.7,0,,
1787,Kwame Brown,2003,20.0,1773,80,15.4,24.0,13.7,-0.023,1.5,2.6,75.0,0.142,-0.4,-1.0,6.7,0.67,0.0,2.8,5.6,-1.0,-0.8,14.5,7.8,0.8,5.1,0,,
1789,Kyle Lowry,2009,22.0,608,28,14.2,29.6,14.0,0.017,5.1,5.4,104.0,0.111,-0.8,0.1,5.7,0.8,0.23,-3.4,-3.1,0.2,0.8,14.1,7.9,3.9,2.5,1,2015.0,6.0
1790,Kyle Macy,1982,24.0,2845,82,16.0,26.9,14.8,0.032,3.0,5.9,117.0,0.078,0.2,0.4,2.9,0.9,0.27,-3.5,-6.5,1.4,2.3,15.2,13.8,4.3,3.1,0,,
1791,Kyrie Irving,2013,20.0,2048,59,27.2,50.0,25.3,0.018000000000000002,9.9,6.6,125.0,0.098,0.3,0.9,7.4,0.86,0.39,-3.5,-3.9,2.8,2.0,26.3,23.8,6.1,3.7,1,2013.0,0.0
1792,Lamar Odom,2001,21.0,2836,76,19.7,38.0,18.5,0.018000000000000002,4.5,6.4,103.0,0.132,0.0,0.4,7.3,0.68,0.31,-1.0,4.5,1.8,2.8,19.7,17.9,5.1,7.3,0,,
1793,LaMarcus Aldridge,2008,22.0,2649,76,23.9,32.7,20.9,-0.017,2.6,2.5,86.0,0.08,0.1,-0.9,6.1,0.76,0.01,4.5,1.1,0.7,0.8,21.4,18.8,1.7,7.7,1,2012.0,4.0
1794,Lamond Murray,1996,22.0,1816,77,16.3,23.9,13.8,-0.028999999999999998,0.9,3.3,106.0,0.13,-0.8,-0.9,3.7,0.75,0.3,-0.3,-3.3,-0.7,-1.6,14.1,8.3,1.0,3.1,0,,
1795,Lance Stephenson,2013,22.0,2278,78,14.0,23.5,12.1,-0.005,2.6,5.3,96.0,0.106,-0.7,-0.2,2.7,0.65,0.32,-3.0,-2.4,0.1,1.2,12.6,9.6,3.0,4.0,0,,
1796,Lance Thomas,2013,24.0,646,59,8.9,13.6,9.4,0.03,0.3,2.7,76.0,0.08800000000000001,-0.6,-1.2,5.0,0.73,0.0,2.7,-1.4,-0.7,-2.2,9.7,2.8,0.3,2.0,0,,
1797,LaPhonso Ellis,1994,23.0,2699,79,17.8,27.7,16.9,0.013999999999999999,1.5,3.7,80.0,0.11599999999999999,0.0,-0.6,6.6,0.67,0.06,3.0,4.8,0.5,1.9,17.5,15.2,1.9,8.2,0,,
1799,Larry Costello,1957,25.0,2111,72,10.5,20.8,8.6,0.011000000000000001,0.7,4.3,79.0,0.162,-0.3,0.0,4.7,0.79,,-3.8,-4.0,0.0,-0.4,10.5,8.4,4.2,3.2,1,1958.0,1.0
1800,Larry Drew,1982,23.0,1973,81,18.1,34.8,15.7,-0.018000000000000002,4.8,6.1,88.0,0.121,-0.6,0.4,4.5,0.79,0.09,-4.9,-6.4,-0.5,-0.9,16.1,10.3,4.7,1.8,0,,
1802,Larry Hughes,2000,21.0,1018,50,23.5,36.7,19.1,-0.044000000000000004,2.4,4.4,92.0,0.131,-0.4,-0.2,7.2,0.75,0.19,-0.8,-2.8,-0.9,-0.9,21.4,15.2,2.4,4.0,0,,
1803,Larry Johnson,1993,23.0,3323,82,20.0,32.3,19.6,0.038,1.9,4.4,94.0,0.102,0.8,-0.2,6.3,0.77,0.12,3.2,4.4,2.4,2.3,20.0,20.4,3.7,9.7,1,1993.0,0.0
1804,Larry Kenon,1978,25.0,2869,81,21.9,33.2,19.3,0.018000000000000002,2.3,3.8,90.0,0.129,0.5,-0.2,5.0,0.85,0.0,3.0,4.9,0.9,1.6,0.0,0.0,0.0,0.0,1,1978.0,0.0
1805,Larry Nance,1983,23.0,2914,82,17.3,26.2,16.7,0.042,1.7,3.6,73.0,0.11800000000000001,0.7,-0.4,4.7,0.67,0.0,2.8,3.8,0.9,3.5,17.5,16.6,2.2,8.5,1,1985.0,2.0
1806,Larry Siegfried,1966,26.0,1675,71,19.4,31.4,17.2,0.018000000000000002,2.6,3.7,88.0,0.11699999999999999,0.3,-0.1,7.3,0.88,,-3.4,-7.0,0.1,0.4,20.4,11.9,2.2,1.6,0,,
1807,Larry Smith,1982,24.0,2213,74,8.8,14.2,8.5,0.01,0.2,3.3,60.0,0.155,-0.4,-0.7,3.4,0.55,0.0,6.9,13.4,0.1,1.4,8.7,6.8,1.0,10.6,0,,
1808,Larry Steele,1973,23.0,1301,66,11.0,21.1,9.8,0.03,1.6,5.0,79.0,0.16899999999999998,-0.7,-0.3,3.0,0.8,,-2.6,-4.9,-0.8,-0.6,10.9,5.1,1.9,1.8,0,,
1809,LaSalle Thompson,1984,22.0,1915,80,15.5,24.7,15.1,0.019,0.7,2.2,86.0,0.166,-0.2,-1.1,5.4,0.72,0.0,8.6,13.9,-0.7,1.9,15.4,9.7,0.9,8.7,0,,
1810,Latrell Sprewell,1994,23.0,3533,82,19.4,32.5,17.7,0.004,3.2,5.0,112.0,0.095,0.3,0.1,6.3,0.77,0.36,-3.9,-3.9,1.5,2.5,18.4,20.1,4.1,4.5,1,1994.0,0.0
1811,Leandro Barbosa,2005,22.0,1087,63,16.3,29.2,15.2,0.046,3.9,4.7,115.0,0.13699999999999998,-0.3,-0.3,3.2,0.8,0.37,-2.4,-5.1,1.0,-0.1,15.8,6.8,1.9,1.9,0,,
1812,LeBron James,2005,20.0,3388,80,26.6,49.4,25.7,0.025,8.7,7.7,110.0,0.083,0.9,1.4,10.0,0.75,0.35,-1.9,2.7,4.3,5.3,26.7,28.1,7.5,7.2,1,2005.0,0.0
1813,Ledell Eackles,1990,23.0,1696,78,26.8,41.8,22.5,-0.040999999999999995,3.8,5.1,96.0,0.098,-0.4,0.0,8.0,0.75,0.22,-1.7,-7.1,-0.1,-2.0,22.9,12.9,2.1,2.2,0,,
1814,Len Chappell,1964,23.0,2489,78,19.5,27.5,16.7,0.011000000000000001,0.4,2.2,76.0,0.111,0.3,-0.8,6.6,0.72,,3.0,2.2,1.7,-1.7,19.1,15.2,1.1,5.9,1,1964.0,0.0
1815,Len Elmore,1979,26.0,1264,80,12.3,18.7,9.0,-0.086,0.3,4.2,86.0,0.139,-0.9,-0.5,2.8,0.72,0.0,2.8,10.0,-1.8,0.6,9.6,3.9,0.8,4.7,0,,
1816,Lenny Wilkens,1962,24.0,870,20,16.2,27.8,12.2,-0.038,2.2,4.3,77.0,0.135,-0.3,0.0,4.9,0.76,,-2.1,-5.5,0.0,-1.2,14.2,14.7,5.1,3.5,1,1963.0,1.0
1817,Leroy Ellis,1964,23.0,1459,78,14.0,21.0,11.3,-0.018000000000000002,0.5,2.1,79.0,0.163,-0.1,-0.7,5.0,0.66,,3.1,6.4,-1.1,-1.1,13.1,6.1,0.6,4.1,0,,
1818,Lester Conner,1984,24.0,2573,82,13.2,24.7,12.3,-0.006,2.1,6.7,72.0,0.105,-0.5,0.3,4.7,0.72,0.01,-1.4,-5.5,0.4,0.5,12.6,10.4,4.2,3.6,0,,
1819,Lindsey Hunter,1995,24.0,944,42,17.4,33.4,12.8,-0.084,4.2,6.1,106.0,0.129,-1.7,-0.1,3.0,0.73,0.33,-3.3,-7.3,-1.0,-1.5,13.0,7.4,3.6,1.8,0,,
1820,Lionel Hollins,1977,23.0,2224,76,20.9,35.4,16.8,-0.034,3.7,5.3,75.0,0.113,-0.2,0.3,5.7,0.75,,-4.0,-6.4,0.4,0.6,18.6,14.0,3.9,2.4,1,1978.0,1.0
1821,Lionel Simmons,1992,23.0,2895,78,19.3,31.5,16.7,-0.026000000000000002,3.0,5.4,79.0,0.114,-0.6,-0.1,6.1,0.77,0.01,-1.1,4.7,-0.1,1.0,16.9,16.0,3.8,7.5,0,,
1822,Lonnie Shelton,1978,22.0,2319,82,18.6,29.5,17.3,0.034,1.7,3.3,80.0,0.146,0.5,-0.4,5.2,0.74,0.0,2.9,2.9,0.1,2.2,18.8,17.7,2.7,7.8,1,1982.0,4.0
1823,Lorenzen Wright,1998,22.0,2067,69,13.6,19.6,11.8,-0.034,0.9,3.0,70.0,0.102,-0.4,-1.0,5.4,0.66,0.0,3.5,10.0,0.1,0.0,12.3,9.2,0.8,8.3,0,,
1824,Lou Hudson,1968,23.0,966,46,21.9,32.7,18.9,0.004,1.6,3.2,73.0,0.113,0.3,-0.5,7.2,0.73,,-0.4,-2.8,0.5,-0.2,21.2,11.0,1.4,2.6,1,1969.0,1.0
1825,Lou Williams,2008,21.0,1862,80,21.4,38.8,19.7,-0.017,5.4,6.2,113.0,0.09300000000000001,-0.4,0.4,8.3,0.78,0.35,-2.7,-6.6,0.8,0.2,20.2,11.8,3.3,2.1,0,,
1826,Louis Orr,1982,23.0,1951,80,17.9,28.0,17.2,0.015,1.8,3.5,83.0,0.122,-0.2,-0.7,6.3,0.8,0.01,0.3,-1.8,-0.5,-0.7,17.7,11.3,1.5,4.1,0,,
1827,Loy Vaught,1992,23.0,1687,79,16.2,21.3,13.3,-0.013999999999999999,0.3,3.4,91.0,0.08900000000000001,-0.3,-0.9,2.0,0.8,0.04,3.9,10.0,-0.1,-0.1,13.5,7.3,0.8,6.1,0,,
1828,Luc Longley,1993,24.0,1045,55,14.3,22.9,11.7,-0.045,1.7,2.8,86.0,0.188,-1.5,-1.2,3.6,0.72,0.0,1.8,5.7,-2.5,1.2,11.9,5.7,0.9,4.2,0,,
1829,Luc Mbah a Moute,2010,23.0,1866,73,10.4,16.2,9.5,-0.013000000000000001,0.3,2.9,85.0,0.12300000000000001,-0.9,-1.1,3.7,0.7,0.09,4.6,-0.1,-0.6,0.4,9.8,6.4,1.2,5.5,0,,
1830,Lucious Harris,1995,24.0,1695,79,18.2,27.9,16.9,0.005,1.8,4.4,116.0,0.08199999999999999,-0.1,-0.4,5.1,0.8,0.38,-1.2,-4.6,0.7,-0.6,17.1,9.3,1.5,2.7,0,,
1831,Lucius Allen,1972,24.0,2316,80,16.4,29.5,15.2,0.043,3.0,5.0,77.0,0.11599999999999999,0.7,0.3,4.8,0.76,,-2.8,-7.6,1.7,2.3,17.2,11.7,3.6,2.4,0,,
1832,Luis Scola,2009,28.0,2488,82,17.1,25.3,16.7,0.027999999999999997,1.5,2.2,83.0,0.10300000000000001,0.2,-1.1,5.5,0.76,0.0,4.5,8.7,0.3,1.5,17.0,13.3,1.6,9.0,0,,
1833,Luke Babbitt,2013,23.0,730,62,16.8,21.1,13.2,-0.026000000000000002,1.2,2.0,118.0,0.076,-0.6,-1.2,0.9,0.77,0.35,-2.9,5.0,-0.9,-2.4,13.7,4.2,0.5,2.2,0,,
1834,Luke Jackson,1966,24.0,1966,79,12.2,19.9,9.7,-0.027999999999999997,0.5,3.6,80.0,0.16399999999999998,-0.3,-0.3,4.2,0.74,,2.2,4.7,-0.9,0.5,11.3,7.0,1.6,5.0,0,,
1835,Luke Ridnour,2005,23.0,2571,82,15.7,32.8,13.1,-0.025,5.5,6.9,125.0,0.09699999999999999,-0.5,0.8,3.8,0.88,0.36,-0.04441029900332244,0.09048172757475101,1.5,1.3,13.6,10.6,6.3,2.5,0,,
1836,Luke Walton,2005,24.0,768,61,12.4,24.6,10.2,-0.037000000000000005,1.1,7.5,100.0,0.162,-1.3,0.0,3.3,0.71,0.25,2.4,-1.6,0.0,-0.7,10.6,3.3,1.6,2.2,0,,
1837,Luol Deng,2006,20.0,2604,78,18.9,27.0,16.6,-0.018000000000000002,2.0,3.0,94.0,0.078,-0.2,-0.8,5.5,0.75,0.17,0.1,2.6,0.1,0.8,17.1,14.0,1.9,6.2,1,2012.0,6.0
1838,M.L. Carr,1978,27.0,2556,79,14.9,24.1,12.8,-0.013000000000000001,0.8,3.4,75.0,0.154,-0.5,-0.6,4.7,0.74,0.0,2.0,0.7,-0.7,0.0,0.0,0.0,0.0,0.0,0,,
1840,Mahmoud Abdul-Rauf,1992,22.0,1538,81,26.8,40.4,19.9,-0.062,5.3,5.9,117.0,0.092,-1.3,0.1,3.4,0.87,0.3,-5.1,-6.6,-1.6,-3.3,20.2,9.8,2.1,1.3,0,,
1841,Malik Allen,2004,25.0,616,45,17.5,22.9,12.7,-0.067,0.9,3.2,82.0,0.105,-1.0,-1.1,2.9,0.76,0.0,2.2,0.4,-1.3,-1.7,13.6,4.6,0.4,2.6,0,,
1843,Malik Sealy,1994,23.0,623,43,22.6,35.0,17.6,-0.07200000000000001,2.0,4.2,82.0,0.12,-1.1,-0.6,7.2,0.68,0.14,1.9,-0.2,-0.9,-0.4,18.3,6.7,1.0,2.7,0,,
1844,Manu Ginobili,2004,26.0,2260,77,18.8,35.1,17.6,0.02,3.9,6.4,115.0,0.10800000000000001,-0.1,0.2,7.1,0.8,0.36,-1.4,-1.7,1.6,3.9,18.9,13.8,3.9,4.3,1,2005.0,1.0
1845,Manute Bol,1987,24.0,1552,82,7.1,10.0,5.8,-0.055999999999999994,0.2,3.6,81.0,0.19,-1.2,-0.9,2.1,0.67,0.0,-1.1,6.0,-2.0,1.2,5.9,2.9,0.1,4.2,0,,
1846,Marc Gasol,2010,25.0,2469,69,13.5,23.5,15.7,0.07400000000000001,2.4,4.6,81.0,0.11900000000000001,0.5,-0.3,7.8,0.67,0.0,4.5,5.8,0.9,2.9,16.0,14.7,2.5,9.1,1,2012.0,2.0
1847,Marc Iavaroni,1984,27.0,1532,78,10.1,18.7,9.3,-0.023,0.8,3.4,81.0,0.20800000000000002,-1.1,-0.9,4.1,0.74,0.0,0.3,2.4,-2.0,-0.6,9.5,4.9,1.1,4.0,0,,
1848,Marc Jackson,2003,28.0,1041,77,17.5,26.3,15.8,-0.011000000000000001,1.2,2.1,94.0,0.114,-0.4,-1.2,7.5,0.77,0.05,3.9,0.4,-0.6,-1.4,16.8,5.5,0.5,2.7,0,,
1849,Marcin Gortat,2010,25.0,1088,81,10.9,15.7,10.5,0.02,0.5,1.6,79.0,0.14,-0.7,-1.5,3.6,0.68,0.0,6.2,9.6,-1.1,-0.5,10.8,3.7,0.2,4.2,0,,
1850,Marco Belinelli,2010,23.0,1121,66,17.4,28.1,16.2,0.0,3.4,4.7,120.0,0.1,-0.5,-0.3,5.6,0.84,0.38,-3.8,-6.4,0.2,-1.4,16.6,7.2,1.4,1.4,0,,
1851,Marcus Camby,1998,23.0,2002,63,19.3,28.9,14.9,-0.076,1.6,3.5,73.0,0.121,-0.8,-0.7,6.3,0.61,0.0,4.6,1.6,-1.0,0.3,15.6,12.3,1.7,7.0,0,,
1852,Marcus Morris,2014,24.0,1800,82,18.1,26.1,16.7,0.011000000000000001,1.6,3.6,121.0,0.1,0.0,-0.8,4.4,0.76,0.38,0.1,-0.3,0.6,0.6,17.2,10.0,1.1,3.9,0,,
1853,Marcus Thornton,2011,23.0,1030,27,23.2,35.2,21.1,0.006,3.8,4.5,115.0,0.077,-0.2,-0.3,5.8,0.81,0.36,-1.3,-1.4,1.4,0.9,21.0,13.2,1.9,3.5,0,,
1854,Mario Chalmers,2010,23.0,1807,73,13.5,26.8,11.6,-0.024,3.8,5.4,107.0,0.134,-1.1,-0.1,3.3,0.75,0.32,-3.7,-7.6,-0.5,0.4,11.8,7.5,3.7,1.9,0,,
1855,Mario Elie,1992,28.0,1677,79,11.7,21.5,12.9,0.084,1.8,5.0,110.0,0.107,0.3,-0.1,5.0,0.85,0.24,-2.0,-3.3,1.1,1.0,13.1,7.1,1.9,2.5,0,,
1856,Mark Aguirre,1983,23.0,2784,81,26.7,43.0,24.9,0.004,3.9,4.9,86.0,0.102,1.0,0.3,9.9,0.73,0.12,0.6,-0.8,2.3,1.3,26.2,24.0,3.7,6.1,1,1984.0,1.0
1858,Mark Bryant,1990,24.0,562,58,12.8,18.0,10.5,-0.057,0.5,2.5,61.0,0.11699999999999999,-0.8,-1.1,4.2,0.56,0.0,3.9,4.4,-1.6,-1.3,10.7,2.7,0.2,2.3,0,,
1859,Mark Eaton,1984,27.0,2139,82,8.9,14.2,7.4,-0.053,1.3,5.4,71.0,0.147,-0.6,-0.1,2.6,0.59,0.0,1.1,7.4,-0.8,2.3,7.6,5.2,1.2,7.0,1,1989.0,5.0
1860,Mark Jackson,1989,23.0,2477,72,19.0,40.2,17.0,-0.002,6.4,6.9,103.0,0.105,-0.2,1.0,4.8,0.7,0.33,-2.0,-2.6,1.9,2.5,17.3,15.3,7.3,4.3,1,1989.0,0.0
1861,Mark Olberding,1978,21.0,1773,79,11.9,20.6,12.1,0.042,1.2,4.0,88.0,0.14,0.3,-0.2,5.6,0.81,0.0,0.0,1.6,-0.5,0.0,13.2,9.8,1.9,5.3,0,,
1862,Mark Price,1988,23.0,2626,80,18.3,36.6,18.0,0.051,6.1,6.1,131.0,0.096,0.3,0.6,4.7,0.88,0.43,-4.1,-7.9,1.8,1.5,18.4,15.7,5.4,2.2,1,1989.0,1.0
1863,Mark West,1986,25.0,1172,67,8.4,14.8,8.5,0.009000000000000001,0.8,1.7,63.0,0.249,-1.6,-1.6,4.2,0.52,0.0,2.6,7.7,-2.5,0.5,8.7,4.1,0.3,4.8,0,,
1864,Markieff Morris,2013,23.0,1837,82,18.3,26.4,14.0,-0.062,1.0,4.7,114.0,0.11,-1.0,-0.6,3.6,0.73,0.32,2.6,2.0,-0.5,0.2,14.6,8.5,1.3,4.8,0,,
1865,Marko Jaric,2004,25.0,1760,58,14.3,28.4,11.1,-0.040999999999999995,3.1,7.8,105.0,0.12,-0.9,0.6,3.0,0.73,0.33,-2.9,-5.8,0.7,0.7,11.9,9.0,4.9,2.8,0,,
1866,Marques Johnson,1979,22.0,2779,77,24.2,35.0,24.0,0.055999999999999994,2.7,4.0,77.0,0.08,1.9,-0.1,7.1,0.76,0.0,1.8,1.5,2.5,3.5,25.5,23.8,2.7,7.0,1,1979.0,0.0
1867,Marquis Daniels,2005,24.0,1412,60,18.5,29.1,15.0,-0.045,2.0,5.5,84.0,0.11,-0.9,-0.3,4.9,0.74,0.11,1.3,-4.3,0.4,1.1,15.6,9.1,2.1,3.4,0,,
1868,Marreese Speights,2010,22.0,1016,62,22.9,31.7,20.6,-0.019,2.0,2.9,90.0,0.08199999999999999,-0.3,-1.0,7.5,0.75,0.0,4.4,5.0,-0.5,-0.8,21.0,8.8,0.6,4.1,0,,
1869,Martell Webster,2007,20.0,1759,82,15.2,21.1,13.3,-0.019,1.1,2.6,109.0,0.109,-0.6,-1.1,4.1,0.71,0.36,-2.4,-0.4,-0.9,-2.0,13.7,7.3,0.7,3.0,0,,
1870,Marvin Webster,1978,25.0,2910,82,13.4,24.1,13.5,0.027999999999999997,1.5,3.6,76.0,0.166,-0.3,-0.5,7.3,0.63,0.0,5.7,11.0,-0.1,1.4,0.0,0.0,0.0,0.0,0,,
1871,Marvin Williams,2007,20.0,2179,64,17.3,26.8,15.4,-0.031,1.9,4.0,99.0,0.115,-0.6,-0.6,6.5,0.82,0.12,-0.8,-0.4,-0.5,-0.6,15.9,13.5,2.0,5.2,0,,
1872,Mason Plumlee,2015,24.0,1743,82,14.5,24.5,16.0,0.036000000000000004,2.1,2.9,59.0,0.126,-0.1,-0.9,9.4,0.5,0.0,6.3,6.6,-0.2,0.8,16.6,9.7,1.0,6.5,0,,
1873,Matt Barnes,2005,24.0,715,43,10.9,19.9,8.9,-0.064,0.6,3.6,78.0,0.161,-1.3,-1.0,4.2,0.6,0.15,2.0,-1.2,-1.5,-0.7,9.2,3.8,1.3,2.9,0,,
1874,Matt Bonner,2006,25.0,1710,78,14.4,18.2,13.5,0.047,0.3,2.2,140.0,0.055,0.8,-1.2,2.3,0.83,0.42,0.4,0.3,0.8,0.4,14.0,7.5,0.7,3.5,0,,
1875,Matt Bullard,1993,25.0,1356,79,18.5,27.1,16.2,0.01,2.1,5.1,126.0,0.077,0.0,-0.2,2.8,0.78,0.37,-0.5,-1.3,1.1,0.3,16.5,7.1,1.3,2.7,0,,
1876,Matt Carroll,2006,25.0,1275,78,19.2,26.2,17.9,0.005,1.2,1.7,120.0,0.073,-0.3,-1.3,6.8,0.82,0.39,-2.6,-2.5,-0.5,-1.7,18.5,7.4,0.5,1.9,0,,
1877,Matt Geiger,1994,24.0,1199,72,15.0,22.5,16.7,0.096,1.4,1.9,96.0,0.115,0.8,-1.2,6.4,0.78,0.02,4.8,3.9,0.5,1.1,17.3,7.3,0.4,4.1,0,,
1878,Matt Guokas,1968,23.0,1612,82,9.5,18.1,8.9,0.043,1.5,5.4,77.0,0.14400000000000002,-0.1,0.2,3.7,0.78,,-1.9,-7.3,-0.5,1.3,10.3,5.0,2.2,1.3,0,,
1879,Matt Harpring,2001,24.0,1615,56,17.1,26.3,15.2,0.004,1.4,3.7,99.0,0.11,-0.3,-0.7,5.4,0.81,0.17,0.9,-3.5,0.2,-0.5,16.3,11.4,1.8,4.0,0,,
1880,Maurice Cheeks,1980,23.0,2623,79,11.7,26.9,12.0,0.057999999999999996,3.5,6.2,83.0,0.141,-0.2,0.4,4.1,0.78,0.04,-3.5,-5.7,0.3,2.0,12.6,11.0,6.3,3.3,1,1983.0,3.0
1881,Maurice Evans,2006,27.0,1139,80,16.6,23.5,14.7,0.01,0.3,2.5,115.0,0.081,-0.2,-1.2,3.2,0.8,0.37,2.3,-5.3,0.8,-0.2,15.2,5.3,0.8,2.1,0,,
1882,Maurice Harkless,2014,20.0,1950,80,12.7,18.9,11.7,0.001,1.1,3.3,98.0,0.122,-0.9,-1.1,3.8,0.59,0.37,-1.1,-3.5,-0.8,-0.7,12.1,7.8,1.1,3.3,0,,
1884,Maurice Taylor,1999,22.0,1505,46,24.1,35.1,20.7,-0.006,2.3,2.8,81.0,0.122,0.1,-0.9,7.3,0.73,0.02,1.4,-2.2,0.0,-2.2,22.3,18.2,1.5,5.1,0,,
1885,McCoy McLemore,1966,23.0,1467,80,14.0,21.0,11.7,-0.003,0.2,2.3,76.0,0.155,-0.3,-0.8,5.0,0.74,,2.1,4.0,-1.1,-1.4,13.8,6.2,0.6,3.6,0,,
1886,Mehmet Okur,2004,24.0,1580,71,18.7,28.8,17.7,0.022000000000000002,1.1,2.6,116.0,0.122,0.1,-1.1,7.2,0.78,0.26,6.2,4.5,0.7,0.9,18.9,10.5,1.0,5.8,1,2007.0,3.0
1887,Mel Counts,1966,24.0,1021,67,21.3,29.9,16.3,-0.027999999999999997,1.2,2.9,100.0,0.11599999999999999,-0.1,-0.6,5.6,0.83,,3.3,10.4,-0.8,-0.4,19.4,7.3,0.7,3.8,0,,
1888,Metta World Peace,2001,21.0,2363,76,18.5,31.3,15.5,-0.035,3.3,4.8,104.0,0.115,-0.8,-0.3,6.4,0.75,0.27,-2.7,-2.1,-0.6,1.1,16.5,12.5,3.0,3.7,1,2004.0,3.0
1889,Michael Adams,1988,25.0,2778,82,15.2,28.9,14.0,0.022000000000000002,4.6,5.5,120.0,0.083,0.1,0.5,3.3,0.83,0.37,-5.1,-6.2,1.2,1.7,14.2,12.5,5.1,2.5,1,1992.0,4.0
1890,Michael Beasley,2010,21.0,2328,78,23.9,32.8,20.0,-0.038,2.0,2.7,109.0,0.091,-0.3,-0.9,5.5,0.8,0.22,1.0,4.1,0.0,0.5,20.4,15.6,1.4,6.6,0,,
1891,Michael Cage,1986,24.0,1566,78,12.7,20.8,11.6,-0.023,0.5,3.1,71.0,0.154,-0.8,-0.9,5.2,0.65,0.0,5.2,4.3,-1.0,-1.3,11.9,6.4,0.9,5.2,0,,
1892,Michael Cooper,1981,24.0,2625,81,11.6,21.3,10.2,-0.004,1.3,6.0,81.0,0.136,-0.4,0.2,2.7,0.79,0.03,-1.4,-4.9,0.3,1.9,10.7,9.0,3.6,4.0,0,,
1893,Michael Curry,1997,28.0,1217,81,10.3,15.7,11.1,0.055999999999999994,0.8,3.2,117.0,0.083,-0.1,-0.9,5.0,0.9,0.28,-3.8,-4.2,0.1,-0.5,11.4,4.2,0.6,1.5,0,,
1894,Michael Doleac,2000,22.0,1335,81,19.8,26.5,15.7,-0.033,1.4,3.5,104.0,0.09,-0.5,-0.8,3.5,0.84,0.02,1.5,5.8,-1.0,-1.1,16.6,6.9,0.7,3.7,0,,
1895,Michael Finley,1997,23.0,796,27,19.2,29.5,17.1,0.002,2.8,4.6,107.0,0.095,-0.1,-0.2,4.5,0.81,0.24,-2.6,-1.9,1.1,0.4,18.4,15.2,2.7,4.3,1,2000.0,3.0
1897,Michael Redd,2003,23.0,2316,82,22.3,30.2,21.4,0.071,2.2,3.9,123.0,0.055999999999999994,1.7,-0.5,4.2,0.81,0.44,-0.8,-0.4,3.2,2.5,22.7,15.6,1.4,4.3,1,2004.0,1.0
1898,Michael Smith,1995,22.0,1736,82,12.2,21.1,12.8,0.001,1.2,2.8,53.0,0.151,-0.8,-1.1,7.8,0.49,0.0,5.6,6.9,-0.9,0.6,13.0,7.0,0.8,5.9,0,,
1899,Micheal Ray Richardson,1980,24.0,3060,82,15.7,36.6,13.9,-0.013999999999999999,4.0,7.7,81.0,0.145,-0.5,0.9,5.0,0.66,0.16,-1.4,0.6,1.2,2.9,14.5,14.2,8.8,6.0,1,1982.0,2.0
1900,Mickael Pietrus,2005,22.0,1340,67,19.2,30.6,18.3,0.01,2.2,2.5,103.0,0.114,-0.6,-1.2,7.8,0.7,0.34,-0.7,-3.8,-0.1,-1.0,19.0,9.4,1.2,2.7,0,,
1901,Mickey Johnson,1977,24.0,2847,81,20.3,31.9,17.7,-0.005,1.4,3.5,87.0,0.128,0.3,-0.3,6.8,0.8,,4.3,6.0,0.6,1.4,19.5,17.6,2.4,9.6,0,,
1902,Mike Bantom,1975,23.0,2239,82,18.7,29.1,15.7,-0.002,1.2,3.7,74.0,0.131,0.0,-0.5,5.4,0.71,,3.5,1.9,0.3,-0.1,17.7,11.8,1.8,5.7,0,,
1903,Mike Bibby,2000,21.0,3155,82,17.2,37.0,14.9,-0.002,6.3,7.0,112.0,0.111,-0.5,0.8,4.2,0.78,0.34,-3.0,-5.3,1.4,0.6,15.8,15.2,8.2,3.6,0,,
1904,Mike Bratz,1979,23.0,1297,77,18.2,31.7,15.9,-0.017,2.8,4.1,82.0,0.145,-0.7,-0.3,5.8,0.82,0.0,-1.8,-6.1,-1.3,-1.6,16.9,7.3,2.0,1.6,0,,
1905,Mike Brown,1988,24.0,591,46,14.8,23.3,12.6,-0.057999999999999996,0.5,3.1,69.0,0.13699999999999998,-0.9,-0.9,6.0,0.58,0.0,6.3,4.5,-1.2,-2.1,12.9,4.3,0.6,3.5,0,,
1906,Mike Conley,2009,21.0,2508,82,15.5,29.7,14.3,0.004,5.0,5.9,122.0,0.10099999999999999,-0.7,0.2,4.2,0.82,0.4,-4.1,-2.2,0.2,-0.2,14.5,11.4,4.7,3.5,0,,
1907,Mike Dunleavy,1980,25.0,1036,51,14.6,32.1,14.1,0.011000000000000001,4.2,7.6,88.0,0.156,-0.6,0.6,6.1,0.83,0.06,-4.0,-5.2,0.3,0.3,14.7,7.9,3.7,1.9,0,,
1908,Mike Evans,1981,25.0,911,71,14.8,28.3,12.2,-0.033,3.4,5.8,82.0,0.131,-0.8,0.2,3.3,0.78,0.05,-4.0,-5.6,-1.0,-1.3,12.8,4.3,2.1,1.2,0,,
